CGPA,IQ,Communication,Programming,Internship,Projects,Attendance,Placement
6.77,115,9,7,1,3,94,1
9.09,81,6,1,2,6,97,1
5.25,136,2,2,2,2,86,1
7.93,136,4,6,1,4,98,1
8.18,88,2,3,1,6,97,1
9.45,97,9,1,2,6,61,1
7.58,135,9,2,1,6,65,1
9.4,128,4,8,1,4,61,1
6.14,111,4,9,2,3,80,1
7.81,82,5,5,2,3,74,1
5.34,87,5,2,3,4,98,1
9.46,137,7,8,1,2,80,1
7.05,119,9,4,0,3,88,1
5.02,113,9,3,1,0,64,1
9.8,124,5,10,2,2,68,1
7.93,88,9,2,1,6,89,1
9.78,84,5,7,2,1,72,1
9.88,131,4,1,1,1,65,1
6.15,102,6,2,2,4,100,1
5.26,108,9,2,0,6,67,1
9.44,132,10,10,2,1,83,1
9.59,136,1,7,0,1,81,1
8.31,124,5,4,3,4,85,1
5.65,107,10,7,0,3,86,1
7.53,85,2,1,2,6,69,1
7.16,89,10,6,1,5,77,1
6.05,136,3,4,0,6,99,1
6.93,115,2,2,3,3,99,1
5.61,139,4,8,0,2,95,1
7.45,130,7,9,1,1,85,1
8.97,116,9,10,1,6,62,1
6.22,106,3,5,1,1,63,1
7.06,115,8,5,3,2,77,1
5.24,104,3,10,2,6,61,1
5.46,89,9,10,1,6,89,1
9.63,84,9,8,0,3,94,1
6.97,101,4,1,0,6,62,1
7.39,125,2,4,2,0,96,1
5.54,137,3,6,2,4,76,1
5.78,106,2,10,1,0,88,1
5.1,125,2,6,0,0,79,1
8.49,140,8,6,1,0,96,1
8.3,126,10,2,0,0,93,1
6.49,110,8,2,1,1,68,1
5.65,100,4,2,1,2,86,0
5.34,126,5,1,0,3,62,0
8.67,109,8,7,2,1,97,1
8.3,84,1,8,1,0,88,1
7.38,88,1,9,2,6,100,1
6.21,97,10,8,3,1,60,1
8.43,124,5,1,2,3,97,1
6.18,101,5,2,0,3,69,0
6.73,128,9,2,0,2,88,1
9.02,121,9,2,2,1,83,1
9.63,136,2,10,1,1,65,1
6.8,119,10,8,1,1,84,1
8.37,138,4,6,2,4,97,1
7.7,136,6,8,3,1,90,1
5.51,117,2,4,1,0,83,1
7.74,133,4,7,3,5,81,1
8.07,81,2,1,0,4,70,1
9.98,81,2,9,1,2,86,1
8.12,118,7,5,3,5,92,1
7.76,102,2,2,0,3,93,1
9.77,129,7,1,1,2,83,1
7.57,125,1,6,2,0,74,1
5.99,124,8,4,2,6,96,1
7.43,136,2,1,0,3,89,1
8.69,84,5,9,2,5,94,1
8.79,98,5,6,1,0,69,1
8.59,101,3,6,0,6,64,1
7.78,123,10,6,2,6,99,1
8.77,132,8,3,1,6,84,1
9.67,91,3,6,0,5,82,1
5.47,131,2,5,3,4,87,1
7.62,115,5,3,0,3,89,1
8.36,106,5,8,2,1,79,1
8.46,125,1,4,0,3,63,1
9.55,130,2,8,2,2,64,1
6.5,136,1,9,2,6,79,1
5.77,104,4,7,1,6,60,1
5.93,108,10,10,2,1,87,1
6.18,92,2,7,0,4,90,1
5.62,119,2,6,3,6,64,1
7.27,105,1,8,3,1,82,1
6.21,128,4,8,3,6,81,1
9.95,107,5,5,2,4,66,1
5.31,122,10,10,0,2,92,1
9.03,122,3,2,0,3,95,1
9.3,114,9,8,1,2,100,1
5.0,113,2,10,3,2,82,1
8.85,138,1,10,3,5,84,1
5.88,129,4,4,0,3,94,1
8.77,115,2,2,0,3,99,1
8.04,117,4,6,2,2,85,1
5.56,103,3,1,0,6,78,0
8.94,103,7,3,1,4,92,1
8.51,100,6,1,3,6,69,1
9.83,107,1,1,0,5,62,1
6.14,130,5,8,3,1,77,1
5.03,121,6,3,0,6,100,1
6.96,102,6,4,1,5,95,1
7.97,106,7,1,3,6,74,1
6.22,131,5,10,0,3,69,1
6.56,136,10,7,1,4,61,1
7.84,100,1,7,3,4,66,1
7.57,137,10,4,0,0,100,1
9.27,135,5,5,3,6,92,1
5.15,123,9,2,2,5,67,1
8.94,135,4,5,3,2,63,1
7.75,82,9,4,0,0,90,1
5.09,120,10,8,1,0,92,1
7.7,114,1,5,2,4,82,1
8.55,104,1,6,1,5,61,1
6.06,138,6,10,2,0,99,1
8.09,129,2,7,1,4,94,1
9.47,128,10,7,0,4,74,1
5.44,128,5,7,2,5,69,1
5.29,113,9,8,1,6,81,1
8.23,86,10,7,0,3,66,1
8.85,136,3,4,3,0,67,1
8.11,112,4,1,0,3,98,1
6.09,103,4,7,1,5,93,1
5.63,98,9,5,2,2,78,1
7.15,96,3,4,3,0,98,1
6.29,110,1,2,0,0,89,0
9.0,106,5,6,3,1,74,1
5.56,93,1,3,2,2,71,0
8.21,103,4,3,1,1,91,1
5.41,106,10,5,1,6,75,1
7.04,92,5,3,0,3,99,1
8.68,80,8,3,3,1,68,1
6.82,115,1,7,0,0,87,1
7.94,127,2,2,1,5,89,1
6.31,140,2,10,1,0,67,1
5.79,128,7,7,2,3,94,1
8.31,116,7,2,3,6,80,1
9.58,109,4,4,2,6,85,1
5.94,83,2,10,2,3,90,1
8.19,93,6,6,1,3,78,1
5.54,86,7,4,2,1,76,1
8.13,125,10,2,3,1,92,1
8.82,109,3,10,2,5,83,1
5.7,115,9,3,2,1,100,1
5.56,118,1,4,3,2,61,1
8.5,81,2,7,3,2,63,1
6.92,117,4,1,1,2,77,1
7.81,128,3,4,0,2,69,1
8.8,120,7,10,3,0,74,1
5.69,93,4,2,2,1,100,1
9.9,135,9,1,3,6,63,1
6.63,93,1,3,1,5,84,1
9.8,107,10,2,3,2,94,1
9.91,102,2,4,3,4,67,1
5.34,119,6,1,2,0,88,1
7.32,85,1,7,1,6,85,1
5.16,130,8,7,2,5,76,1
8.71,118,5,4,2,5,66,1
9.28,112,2,7,2,5,63,1
5.77,134,2,4,1,2,86,1
9.34,83,10,5,2,3,97,1
7.29,114,8,4,2,0,68,1
6.55,89,3,3,3,1,77,1
5.84,136,7,10,2,5,64,1
5.26,97,3,10,1,5,79,1
7.95,80,5,6,3,4,73,1
8.27,135,1,1,2,1,91,1
8.94,123,2,7,2,3,89,1
8.28,125,7,8,2,0,82,1
8.87,119,5,8,0,6,61,1
9.13,125,7,10,1,5,66,1
6.08,82,9,7,2,5,86,1
7.53,104,1,2,0,6,67,1
9.62,90,8,4,3,0,88,1
7.13,87,6,6,3,0,96,1
6.62,89,7,2,0,2,72,0
6.49,123,2,9,2,0,98,1
8.38,91,8,3,1,1,61,1
5.51,117,10,4,1,0,84,1
9.46,100,10,7,0,5,66,1
6.86,111,1,10,0,3,80,1
8.23,107,1,2,2,1,98,1
7.36,139,7,8,1,4,91,1
7.37,108,4,7,3,2,97,1
5.84,127,9,1,3,1,100,1
9.64,111,6,10,2,3,71,1
8.51,84,4,10,1,6,63,1
8.95,95,5,4,0,0,64,1
8.28,92,8,3,0,1,95,1
8.28,95,2,10,0,6,68,1
7.76,137,6,9,1,4,80,1
5.14,139,3,3,0,5,70,0
8.02,101,4,6,1,0,65,1
6.54,117,3,10,1,0,73,1
8.55,121,8,4,0,5,65,1
8.17,137,7,3,2,5,96,1
5.43,125,8,10,3,2,74,1
5.35,101,5,2,0,5,87,0
7.34,131,7,5,1,5,82,1
6.02,84,1,9,0,2,80,1
8.57,117,8,1,1,4,61,1
6.03,132,4,10,0,1,100,1
6.44,113,9,1,1,1,99,1
9.54,103,7,5,1,2,95,1
9.5,110,10,7,3,2,64,1
8.14,104,5,8,0,2,76,1
9.69,126,8,6,2,0,64,1
7.6,126,8,10,2,1,96,1
6.41,105,4,2,1,3,69,0
6.3,115,3,8,1,5,96,1
8.17,124,6,3,0,2,88,1
7.37,97,10,1,2,2,62,1
9.34,85,8,10,2,1,63,1
9.31,137,6,4,0,4,96,1
6.55,103,1,6,1,5,97,1
7.4,100,1,4,3,1,90,1
8.81,100,3,3,1,5,100,1
7.47,99,6,8,0,5,75,1
7.98,112,10,5,2,6,72,1
8.03,81,7,7,1,3,85,1
8.45,98,7,7,3,2,74,1
7.8,83,7,1,1,3,76,1
5.33,123,8,6,3,1,77,1
9.12,109,5,5,2,2,94,1
5.53,118,4,6,0,5,78,1
8.34,116,9,8,3,6,91,1
7.0,104,7,4,2,6,85,1
8.44,103,4,8,2,6,90,1
5.04,112,6,1,3,1,88,1
8.06,88,6,1,3,5,87,1
9.33,111,9,3,2,2,73,1
6.39,83,7,5,3,2,92,1
5.11,115,1,10,2,6,62,1
6.06,130,5,5,1,3,82,1
8.17,83,10,9,2,4,73,1
5.12,118,1,10,2,5,88,1
9.37,82,2,5,3,4,89,1
7.25,109,3,5,0,6,66,1
5.41,117,6,6,0,2,72,1
6.41,94,5,1,0,2,98,1
7.98,132,10,1,3,5,62,1
6.14,122,3,7,3,5,78,1
8.25,122,9,9,2,2,92,1
5.55,95,1,6,0,6,91,1
9.92,113,2,5,2,4,85,1
9.31,90,9,5,3,1,67,1
5.17,85,10,5,0,6,60,1
5.15,139,4,5,2,2,87,1
8.94,107,3,8,0,6,84,1
9.39,98,7,2,3,1,78,1
5.87,110,1,6,1,6,68,1
9.71,98,8,1,3,2,66,1
9.64,86,10,2,3,6,95,1
9.63,100,9,7,1,0,60,1
5.99,113,1,5,1,6,97,1
5.21,119,8,2,3,1,82,1
6.83,114,5,4,0,0,62,1
7.52,99,9,4,3,4,95,1
6.29,108,4,8,1,4,81,1
6.79,91,3,1,2,3,81,1
6.94,138,6,4,3,4,63,1
7.6,117,1,7,0,3,68,1
8.18,89,5,4,1,1,76,1
5.54,122,10,7,1,6,95,1
8.29,114,8,4,1,3,87,1
8.57,93,7,3,0,0,92,1
8.43,111,5,10,2,1,69,1
9.4,120,8,6,0,5,95,1
6.62,98,8,6,3,2,99,1
8.41,88,9,10,2,6,81,1
5.63,110,1,6,1,0,89,1
6.28,86,9,6,1,2,73,1
5.27,85,2,5,2,6,64,1
8.44,123,2,7,0,2,72,1
9.48,111,9,8,1,3,73,1
8.95,139,3,8,3,1,100,1
8.59,89,7,2,2,4,89,1
5.35,133,6,1,3,3,68,1
8.31,116,4,7,3,4,83,1
8.16,124,10,7,1,5,76,1
5.24,105,3,7,2,1,70,1
7.59,82,3,7,3,0,97,1
6.14,117,6,7,3,3,93,1
7.26,137,2,6,0,2,80,1
8.54,123,5,9,3,1,87,1
6.56,83,7,10,2,3,88,1
9.04,127,10,2,2,2,91,1
6.51,122,8,6,0,6,66,1
7.18,93,7,2,0,3,100,1
5.74,125,7,9,2,3,64,1
6.53,113,6,9,3,2,89,1
9.5,98,7,2,1,6,87,1
8.9,132,10,4,1,0,80,1
8.44,123,3,4,0,6,99,1
5.81,100,4,4,0,6,65,1
5.73,115,4,7,0,3,86,1
9.2,114,5,1,1,3,76,1
6.01,114,5,4,2,0,64,1
8.16,137,1,9,2,0,64,1
9.11,117,6,5,3,0,64,1
6.38,135,3,3,1,3,68,1
9.84,136,2,6,1,5,95,1
8.63,83,5,10,0,0,82,1
6.98,113,9,1,1,6,82,1
5.26,88,8,9,0,5,72,1
6.03,97,8,5,3,4,100,1
9.63,86,8,1,0,5,89,1
5.61,122,2,8,3,1,65,1
7.46,105,5,6,2,1,84,1
9.07,115,4,9,3,6,95,1
7.59,102,8,10,0,4,68,1
9.97,107,1,4,0,2,85,1
9.08,126,9,5,1,1,82,1
9.61,84,4,7,3,1,66,1
9.0,125,10,4,0,5,95,1
6.39,84,6,9,2,1,88,1
5.39,89,6,4,3,4,70,1
8.08,137,5,6,1,4,86,1
6.16,108,7,3,2,3,98,1
6.27,132,8,5,0,1,88,1
5.98,82,2,4,3,1,61,1
5.46,102,2,2,0,5,81,1
9.89,121,1,8,1,3,81,1
5.14,97,4,5,0,2,60,0
9.11,112,3,2,1,1,68,1
8.15,125,6,4,1,3,97,1
7.68,80,10,6,1,4,75,1
6.24,121,10,6,2,6,66,1
7.14,133,3,7,3,1,60,1
7.33,107,5,1,0,6,100,1
6.55,133,9,5,1,1,62,1
5.24,104,5,9,0,6,80,1
9.41,85,8,9,1,6,88,1
7.13,129,6,10,2,0,78,1
6.82,121,6,4,1,2,79,1
6.47,99,2,4,0,5,78,1
6.24,118,6,7,2,5,91,1
5.45,94,8,2,0,1,66,1
5.82,112,3,7,3,4,84,1
8.99,114,8,2,1,1,95,1
8.68,140,9,2,3,6,65,1
9.25,81,8,6,2,5,92,1
8.86,138,7,7,1,1,97,1
6.22,108,1,4,3,5,93,1
8.19,87,5,9,1,1,83,1
6.76,140,9,3,3,2,73,1
6.87,103,2,2,1,3,71,1
7.25,126,9,10,2,0,65,1
5.82,117,9,3,1,2,87,1
8.07,83,2,7,2,4,83,1
9.99,106,6,7,0,3,89,1
9.11,126,8,4,3,0,65,1
9.82,126,6,9,1,6,76,1
8.19,107,7,4,2,6,98,1
5.76,95,9,9,2,1,94,1
5.33,87,5,2,1,0,84,0
7.84,97,2,5,3,1,61,1
8.81,91,4,9,2,0,99,1
6.5,134,7,6,2,3,64,1
9.5,81,9,6,3,0,96,1
8.27,110,5,3,1,0,70,1
9.37,93,9,4,2,6,98,1
5.24,121,4,2,1,4,68,1
8.46,139,3,6,3,1,88,1
9.76,108,6,7,1,4,86,1
7.05,102,9,10,3,5,93,1
9.19,87,4,2,2,1,72,1
6.51,81,1,5,1,6,77,1
5.36,90,1,10,2,2,95,1
8.43,97,1,4,1,5,66,1
9.56,89,7,7,2,1,62,1
9.81,99,7,5,0,6,75,1
7.6,85,1,6,1,3,90,1
8.13,88,5,8,1,5,79,1
5.35,81,8,3,3,2,64,1
7.93,84,7,2,3,1,77,1
8.76,112,10,9,1,4,66,1
9.31,85,7,10,1,6,80,1
8.87,98,2,1,0,6,87,1
5.13,125,4,6,3,1,89,1
9.84,110,10,7,1,3,97,1
9.94,106,8,7,0,4,76,1
5.92,137,8,5,3,6,99,1
5.48,90,5,7,1,6,60,1
9.32,119,3,1,0,1,79,1
6.38,135,6,3,0,4,88,1
8.42,128,9,6,2,1,85,1
7.58,96,4,10,3,4,67,1
5.09,128,9,9,1,5,99,1
7.55,119,1,3,1,1,99,1
7.29,134,6,10,3,6,90,1
9.4,113,1,1,3,3,81,1
5.99,128,6,7,2,6,88,1
5.43,135,5,4,1,1,86,1
6.81,128,6,7,3,5,86,1
6.46,99,8,2,2,6,80,1
6.22,110,3,3,0,2,82,1
5.36,87,10,1,0,1,87,1
7.21,139,5,7,0,2,62,1
8.5,118,4,2,1,3,73,1
9.18,84,1,4,0,3,83,1
8.68,120,10,3,1,6,62,1
7.77,115,7,7,3,5,69,1
6.3,110,2,3,2,4,74,1
5.39,118,9,9,2,0,67,1
9.79,97,5,10,3,5,87,1
6.73,129,9,9,2,3,97,1
9.63,103,7,6,1,4,63,1
6.16,100,5,9,3,0,98,1
7.96,108,4,8,3,2,63,1
6.94,110,4,1,2,0,99,1
5.12,87,4,9,2,3,79,1
7.58,111,6,1,1,0,100,1
7.44,82,7,10,0,0,100,1
7.18,104,9,1,1,5,72,1
5.11,114,5,4,3,3,63,1
8.92,85,4,6,1,4,84,1
9.46,99,10,5,0,2,74,1
5.82,104,8,10,0,3,61,1
5.54,88,1,7,0,6,75,1
5.28,126,8,5,1,1,79,1
7.78,99,7,7,2,1,89,1
9.28,82,4,7,2,2,68,1
6.81,109,2,6,3,4,61,1
9.28,80,9,1,0,3,90,1
5.16,99,6,10,3,2,92,1
5.96,96,5,5,3,3,80,1
5.95,134,1,6,2,3,100,1
7.13,123,1,2,2,6,85,1
8.88,91,2,8,0,4,90,1
6.79,125,5,9,1,1,65,1
8.01,140,4,9,2,1,70,1
5.88,84,7,3,0,0,78,0
5.41,94,6,8,2,3,90,1
6.52,124,4,3,2,4,69,1
8.75,115,3,1,2,1,80,1
5.75,111,8,7,3,2,93,1
9.91,127,7,10,2,1,90,1
6.47,118,7,10,0,3,91,1
7.41,103,5,5,2,3,61,1
7.09,117,2,8,2,4,93,1
5.43,119,4,2,3,3,79,1
5.08,139,7,1,3,0,92,1
8.89,82,1,10,3,5,81,1
8.8,129,10,10,2,4,72,1
6.1,136,6,2,0,4,88,1
5.63,92,6,6,2,3,89,1
8.77,133,3,10,2,6,88,1
5.23,127,8,6,1,4,72,1
9.99,91,5,3,3,4,65,1
6.89,100,2,7,1,2,79,1
8.19,138,9,1,1,3,76,1
7.77,112,9,4,2,1,80,1
6.7,108,1,8,1,3,89,1
8.91,89,8,2,0,3,76,1
5.33,102,7,10,1,3,75,1
7.98,134,5,9,3,4,84,1
6.55,91,5,3,0,0,94,1
5.16,121,4,4,3,4,75,1
5.25,112,8,7,3,1,91,1
6.02,97,7,3,1,4,97,1
7.41,103,8,9,1,4,87,1
5.26,139,5,7,3,2,89,1
9.94,112,1,7,3,1,85,1
5.9,100,7,6,1,3,72,1
9.6,130,7,2,1,0,90,1
8.57,98,4,10,0,3,91,1
5.28,89,3,3,1,1,100,1
8.69,86,6,5,2,3,82,1
8.93,113,4,4,2,5,91,1
5.97,81,6,10,2,4,81,1
6.26,126,6,2,1,1,80,1
6.6,95,3,6,0,5,68,1
8.62,103,5,5,2,6,77,1
6.02,120,7,8,1,1,94,1
6.76,87,9,10,3,0,73,1
6.03,112,7,8,2,1,81,1
9.82,129,5,3,0,2,93,1
5.88,96,3,1,2,2,81,1
6.8,128,2,2,0,0,77,0
8.04,85,10,5,2,3,92,1
9.77,84,8,8,2,4,97,1
5.65,93,7,8,2,2,61,1
8.06,120,3,2,3,6,85,1
7.89,128,7,3,2,6,99,1
9.09,98,5,4,0,0,89,1
6.67,105,4,6,3,0,61,1
5.52,133,6,5,3,3,61,1
5.88,135,5,5,0,1,62,1
6.93,101,2,9,3,6,62,1
5.61,139,3,6,2,2,76,1
7.49,111,10,8,0,3,93,1
6.93,110,7,8,2,1,99,1
9.41,107,8,4,0,0,70,1
8.94,90,4,6,2,5,63,1
8.87,84,2,9,2,2,93,1
8.84,125,2,10,2,3,69,1
6.35,111,5,4,1,6,94,1
5.19,91,6,8,2,6,85,1
7.56,124,10,5,1,5,80,1
9.08,133,6,9,3,4,90,1
9.69,102,2,2,2,3,86,1
5.95,95,6,6,3,6,73,1
8.58,105,9,10,2,2,78,1
9.4,91,6,6,1,2,89,1
7.64,127,2,9,3,3,76,1
9.55,97,5,3,0,5,75,1
7.86,124,9,10,1,3,60,1
9.39,111,5,2,2,2,76,1
7.53,122,1,1,0,1,87,1
5.17,117,6,8,2,1,85,1
9.64,117,8,6,1,1,92,1
9.6,121,10,5,2,5,82,1
5.2,128,7,5,0,5,90,1
9.26,85,2,2,0,2,84,1
7.37,90,8,6,2,0,78,1
8.4,93,5,4,1,0,80,1
8.32,126,7,1,0,1,89,1
7.22,80,8,7,0,1,61,1
7.79,136,7,7,3,5,90,1
9.98,85,5,4,0,2,76,1
9.71,85,9,6,3,5,88,1
6.88,88,9,8,1,1,75,1
5.16,121,3,7,1,4,97,1
5.26,114,7,1,3,1,79,1
6.98,94,9,6,1,3,82,1
9.88,101,8,1,0,5,93,1
6.63,128,2,3,2,2,73,1
6.21,140,6,2,2,4,93,1
7.54,137,8,9,0,6,70,1
9.95,90,10,10,3,4,80,1
6.77,128,7,3,2,5,65,1
9.79,136,10,2,3,3,89,1
7.29,82,8,5,3,3,64,1
7.8,98,5,9,2,0,79,1
9.66,122,9,8,2,5,73,1
9.29,119,8,5,2,6,98,1
6.88,110,4,2,1,3,83,1
5.29,93,9,8,3,6,97,1
5.46,121,2,2,1,1,95,0
9.78,98,2,7,1,5,93,1
8.91,92,5,3,0,4,96,1
9.47,109,3,9,0,2,81,1
8.33,94,8,6,3,2,81,1
7.65,113,10,1,1,3,98,1
8.98,122,10,8,2,3,95,1
5.5,96,1,1,1,1,61,0
8.0,92,8,6,1,3,85,1
9.05,114,6,4,1,5,65,1
7.18,84,9,3,1,0,86,1
7.69,91,8,1,2,1,87,1
6.33,116,6,4,1,3,95,1
6.46,80,4,10,3,5,87,1
8.32,115,3,5,3,6,93,1
5.61,101,1,4,0,0,84,0
7.52,116,4,10,1,2,92,1
8.14,123,7,5,0,0,79,1
5.24,127,6,3,2,2,62,1
8.8,106,10,1,0,2,87,1
6.82,130,2,1,2,0,84,1
7.37,98,8,5,1,4,76,1
9.6,129,10,3,0,1,100,1
8.25,114,7,5,0,2,94,1
9.57,102,9,5,0,0,75,1
6.28,90,8,6,1,2,84,1
8.23,139,9,5,0,3,60,1
7.88,130,10,8,1,0,96,1
7.51,110,10,3,0,1,60,1
8.67,128,8,4,1,3,77,1
7.8,122,3,7,2,1,86,1
8.04,96,4,8,2,0,92,1
9.45,104,7,8,0,2,70,1
5.36,109,6,2,1,0,63,0
8.69,101,2,3,3,3,83,1
8.29,94,8,8,1,1,92,1
6.83,123,3,3,1,5,68,1
6.16,80,1,4,0,2,62,0
8.62,113,4,5,1,1,71,1
6.88,100,7,5,0,0,75,1
7.47,137,7,7,1,5,67,1
9.5,102,3,4,1,0,87,1
5.92,106,6,9,3,4,98,1
7.63,114,2,3,1,4,71,1
6.04,111,9,5,0,4,70,1
7.51,88,1,7,0,5,90,1
5.03,80,2,9,1,3,97,1
9.63,89,3,2,2,5,68,1
5.15,105,7,6,2,2,63,1
7.12,85,3,2,0,1,77,0
9.99,100,8,6,2,1,75,1
6.21,121,10,3,0,4,95,1
7.19,138,10,7,1,0,60,1
7.9,107,6,6,0,3,93,1
6.63,136,4,1,1,6,61,1
9.17,87,4,4,0,5,84,1
8.6,85,7,9,2,1,97,1
8.72,121,7,7,2,3,71,1
9.37,95,10,1,0,6,84,1
6.16,98,8,5,2,2,100,1
8.89,96,8,3,2,6,88,1
6.77,101,10,6,3,3,87,1
8.41,126,2,8,1,4,97,1
7.6,100,4,7,3,2,95,1
7.97,108,4,2,0,5,66,1
7.61,108,4,9,1,4,94,1
5.98,97,1,3,1,4,66,0
6.51,81,4,8,2,6,80,1
8.05,105,7,1,0,5,87,1
7.77,91,5,3,0,0,69,1
7.12,113,6,8,2,2,64,1
8.74,122,4,10,3,5,83,1
8.95,123,2,7,3,2,93,1
5.14,133,7,10,1,4,82,1
5.33,113,8,8,3,6,78,1
6.03,119,1,3,0,1,84,1
6.74,134,3,6,3,3,96,1
9.03,115,9,4,1,0,92,1
9.34,100,6,5,3,5,93,1
5.42,112,3,10,0,5,90,1
8.57,134,8,8,0,5,70,1
8.48,80,9,3,2,1,91,1
9.45,138,5,1,3,1,92,1
8.56,99,8,3,1,2,68,1
6.28,83,7,3,3,1,74,1
7.45,105,4,4,0,1,87,1
9.4,119,6,3,3,4,71,1
5.86,131,8,6,3,0,62,1
5.83,100,2,2,1,1,94,0
6.25,122,5,3,3,6,62,1
5.82,132,2,9,1,3,86,1
6.75,115,5,10,1,0,89,1
7.94,137,5,1,3,1,83,1
5.95,134,7,10,0,3,61,1
5.52,99,6,7,1,5,96,1
6.57,92,2,10,2,5,76,1
7.39,110,5,2,0,3,100,1
7.11,80,7,3,3,0,90,1
6.4,98,3,10,2,5,64,1
5.24,117,7,1,3,1,84,1
8.89,96,8,3,1,4,89,1
8.99,122,8,3,0,6,82,1
6.63,82,7,5,3,2,61,1
6.5,100,4,3,2,0,65,1
5.48,129,3,7,1,6,66,1
9.84,109,6,5,1,4,72,1
5.07,111,8,6,3,5,89,1
8.12,120,2,1,1,0,85,0
9.66,123,1,8,2,2,94,1
5.87,129,4,4,0,6,84,1
5.17,130,2,3,2,6,62,1
6.32,88,3,5,0,4,99,1
5.62,84,4,10,1,6,94,1
8.93,126,3,10,0,3,77,1
9.13,100,2,1,2,4,68,1
9.98,139,3,3,0,6,68,1
8.89,84,3,1,3,4,82,1
9.89,126,4,6,0,5,81,1
9.07,93,9,4,1,2,76,1
8.28,87,5,10,0,4,82,1
9.2,114,4,6,3,6,64,1
7.43,115,5,5,1,1,61,1
5.66,112,10,5,2,6,87,1
5.35,86,7,6,1,3,61,1
9.18,109,3,9,1,6,68,1
9.27,89,6,6,0,6,84,1
5.5,117,8,2,2,1,60,1
6.99,85,2,7,3,1,99,1
7.59,120,8,5,0,6,85,1
5.76,110,3,5,2,2,74,1
5.93,119,7,8,3,2,84,1
5.42,129,8,2,0,5,63,1
6.85,95,8,8,1,2,82,1
9.45,97,3,5,1,2,93,1
9.72,133,9,9,0,5,78,1
5.91,98,7,4,0,3,81,1
8.91,136,6,1,3,1,83,1
9.97,89,4,6,2,0,75,1
9.79,118,9,3,3,4,80,1
5.85,96,6,1,1,2,67,0
6.32,113,3,8,3,4,62,1
8.69,125,3,7,0,4,81,1
7.93,123,10,9,1,3,89,1
9.34,83,7,4,0,3,64,1
8.76,88,6,5,0,4,86,1
6.68,114,2,2,2,3,95,1
9.61,129,9,5,1,0,88,1
9.52,131,8,8,2,3,72,1
5.03,97,9,7,1,3,74,1
7.09,113,8,10,3,6,81,1
5.12,89,6,4,1,0,80,0
7.56,89,7,7,3,1,70,1
9.22,128,9,7,1,4,75,1
6.86,92,5,8,2,5,88,1
7.96,84,5,10,2,0,73,1
7.64,94,7,1,0,1,97,1
9.71,100,6,7,0,3,91,1
8.07,102,3,4,3,1,100,1
9.04,139,5,4,2,0,100,1
7.13,129,10,1,0,4,69,1
7.61,114,3,3,1,1,60,0
5.33,101,8,6,2,2,61,1
5.1,100,4,8,3,1,96,1
8.62,132,5,6,0,5,95,1
9.0,99,6,6,1,3,91,1
5.11,108,5,2,0,2,75,0
7.79,136,1,10,3,5,61,1
9.17,127,6,5,0,4,93,1
5.18,110,8,4,2,6,87,1
7.15,86,9,8,1,6,79,1
5.17,140,8,1,2,6,63,1
7.74,84,4,6,2,0,80,1
9.52,127,10,2,2,0,66,1
9.1,83,4,10,3,0,60,1
6.65,91,2,8,0,1,62,1
7.99,86,2,10,3,1,82,1
7.11,97,4,3,1,5,64,1
5.5,87,3,10,0,0,61,1
6.83,135,8,1,2,5,63,1
8.1,85,4,8,0,1,85,1
6.75,100,7,1,2,4,93,1
5.21,128,1,7,1,6,88,1
5.92,127,1,1,2,4,64,0
7.47,140,10,1,3,2,77,1
8.9,100,4,1,2,3,79,1
5.95,107,2,6,0,0,80,0
6.45,134,8,10,0,3,61,1
8.6,120,9,3,2,6,76,1
6.08,128,3,3,0,2,94,0
5.75,123,6,8,0,4,76,1
8.17,130,10,4,0,1,78,1
6.51,140,2,4,2,1,98,1
7.7,91,7,6,0,1,97,1
8.41,85,9,10,0,6,92,1
8.76,119,8,10,1,2,82,1
6.56,134,2,9,3,0,88,1
9.8,110,5,8,0,4,97,1
7.5,111,5,10,3,3,62,1
9.4,123,5,9,1,5,87,1
9.27,99,8,1,3,2,92,1
6.56,109,10,2,1,6,86,1
7.85,86,10,10,1,0,63,1
7.84,139,3,1,0,4,75,1
6.5,83,9,9,0,2,63,1
7.26,124,3,8,0,2,81,1
6.22,99,9,7,2,1,88,1
6.31,83,5,7,2,3,100,1
6.4,81,6,5,0,3,60,1
7.32,113,4,4,3,0,68,1
6.98,140,7,10,2,1,87,1
8.87,137,2,7,1,5,67,1
5.25,89,5,2,2,1,76,1
6.51,96,9,7,3,1,67,1
5.14,134,1,3,3,5,88,1
7.75,83,3,5,2,5,98,1
9.55,131,2,3,3,3,74,1
5.39,140,10,5,2,2,90,1
7.71,90,7,7,3,1,68,1
9.89,134,10,10,2,4,82,1
8.5,139,5,10,1,0,93,1
5.66,126,3,2,2,5,65,1
5.05,94,5,7,2,6,100,1
8.74,134,3,8,0,3,95,1
5.7,112,10,3,1,1,62,1
6.34,87,4,2,2,5,100,1
8.47,123,4,7,3,5,86,1
8.2,119,9,1,0,2,62,1
6.02,119,8,1,2,3,60,1
9.69,106,6,3,1,5,80,1
8.95,123,2,6,1,4,70,1
5.27,123,5,7,3,4,85,1
6.32,83,1,3,3,6,65,1
8.29,134,4,8,3,1,70,1
5.01,94,9,8,3,1,86,1
9.43,112,10,6,1,0,81,1
6.81,120,5,8,1,5,86,1
